Trait,Axis #1,Axis #2,Axis #3,Axis #4,Axis #5,Axis #6,Axis #7,Axis #8,Time,t_sec
current,2.0353969731650485,-2.0000000000000002e-11,5.146495591746383,2.722503846046803,3.1609911648025264,0.056484453234857845,4.704036775369426,-2.0000000000000002e-11,2022-10-18 10:45:26.993000+00:00,26.474
current,0.6208117100803221,17.334619246282067,-2.0000000000000002e-11,0.20722895707980543,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:45:28.884000+00:00,28.365
current,-2.0000000000000002e-11,6.137179787053198,6.541747169455678,1.0093413127145814,-2.0000000000000002e-11,-2.0000000000000002e-11,0.15878274828745775,-2.0000000000000002e-11,2022-10-18 10:45:30.775000+00:00,30.256
current,6.621003506460649,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:45:32.666000+00:00,32.147
current,-2.0000000000000002e-11,5.563358635846647,5.156379561526283,1.7146447888700123,6.091367689867794,1.6702761410387355,-2.0000000000000002e-11,0.5779638480126902,2022-10-18 10:45:34.557000+00:00,34.038
current,-2.0000000000000002e-11,3.0566438753672607,-2.0000000000000002e-11,-2.0000000000000002e-11,2.7698175086412684,-2.0000000000000002e-11,-2.0000000000000002e-11,0.2664815149212684,2022-10-18 10:45:36.448000+00:00,35.929
current,-2.0000000000000002e-11,9.924430621321756,9.052718197276326,-2.0000000000000002e-11,2.1253327168683014,3.2708784568265914,0.10518398485915248,-2.0000000000000002e-11,2022-10-18 10:45:38.339000+00:00,37.82
current,2.301811621475266,-2.0000000000000002e-11,10.361076834046798,-2.0000000000000002e-11,7.661993516460858,4.2597740813800495,1.948093264457309,-2.0000000000000002e-11,2022-10-18 10:45:40.230000+00:00,39.711
current,2.0794054699621336,6.989254678931742,6.812862662609717,0.8487315779935698,0.8680598679770173,0.510729093379303,1.9452611669055146,-2.0000000000000002e-11,2022-10-18 10:45:42.121000+00:00,41.602
current,4.456063572540518,17.347489734118337,1.6309174986124597,0.701026300280381,1.6823714354907615,0.815712231579713,-2.0000000000000002e-11,0.634283541988606,2022-10-18 10:45:44.012000+00:00,43.493
current,-2.0000000000000002e-11,-2.0000000000000002e-11,6.195671853024315,3.2733800047092103,-2.0000000000000002e-11,0.1959403463250195,-2.0000000000000002e-11,0.6181938937992846,2022-10-18 10:45:45.903000+00:00,45.384
current,0.42653979751022036,0.7806564853335378,-2.0000000000000002e-11,-2.0000000000000002e-11,0.8371316013133895,1.3874587958314195,1.8317902905698156,-2.0000000000000002e-11,2022-10-18 10:45:47.794000+00:00,47.275
current,0.8091798850440615,-2.0000000000000002e-11,-2.0000000000000002e-11,1.5916670558155586,4.829963518387278,1.9942185766721858,0.9983789174015324,-2.0000000000000002e-11,2022-10-18 10:45:49.685000+00:00,49.166
current,2.905975394125807,3.812084530725493,6.680573864901401,-2.0000000000000002e-11,-2.0000000000000002e-11,0.03761023411665587,5.637621264075911,-2.0000000000000002e-11,2022-10-18 10:45:51.576000+00:00,51.057
current,-2.0000000000000002e-11,-2.0000000000000002e-11,13.561719364053122,-2.0000000000000002e-11,2.4930690322368747,-2.0000000000000002e-11,0.7641763903221113,0.8325182697553053,2022-10-18 10:45:53.467000+00:00,52.948
current,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,0.14924360876520099,7.125544873588168,1.07623926624282,-2.0000000000000002e-11,0.06183242122873385,2022-10-18 10:45:55.358000+00:00,54.839
current,1.0800943625233108,4.555096166640866,0.32415481988251615,0.5450365320141667,-2.0000000000000002e-11,3.7369039145472778,-2.0000000000000002e-11,0.8564555210294589,2022-10-18 10:45:57.249000+00:00,56.73
current,1.6797998484117234,-2.0000000000000002e-11,1.9226985303068407,-2.0000000000000002e-11,0.3439981631247607,0.694980188027029,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:45:59.140000+00:00,58.621
current,1.4380359291950962,3.515067034821095,2.4052179890191425,0.9948389427558404,0.9265577962717442,1.0100137405828553,2.653586813902766,-2.0000000000000002e-11,2022-10-18 10:46:01.031000+00:00,60.512
current,-2.0000000000000002e-11,3.576186855014783,-2.0000000000000002e-11,4.495995182468641,2.2488115236576904,-2.0000000000000002e-11,-2.0000000000000002e-11,0.3855190210983163,2022-10-18 10:46:02.922000+00:00,62.403
current,0.13900816890380474,6.337823105733388,6.605688399912577,2.064381245184326,-2.0000000000000002e-11,-2.0000000000000002e-11,2.275077752734643,0.7188870157948273,2022-10-18 10:46:04.813000+00:00,64.294
current,-2.0000000000000002e-11,6.375500593973845,-2.0000000000000002e-11,2.262193706327704,4.616877862290372,-2.0000000000000002e-11,-2.0000000000000002e-11,0.21142996248994195,2022-10-18 10:46:06.704000+00:00,66.185
current,-2.0000000000000002e-11,8.547077865650255,-2.0000000000000002e-11,-2.0000000000000002e-11,0.06384260925704055,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:46:08.595000+00:00,68.076
current,-2.0000000000000002e-11,2.697379302620174,10.288530275052732,0.18282528791916164,1.4509458266748922,-2.0000000000000002e-11,5.743267589036153,-2.0000000000000002e-11,2022-10-18 10:46:10.486000+00:00,69.967
current,2.1290588964337567,6.306522613236691,10.653268350124984,-2.0000000000000002e-11,-2.0000000000000002e-11,1.737139164953449,0.5252352466733243,-2.0000000000000002e-11,2022-10-18 10:46:12.377000+00:00,71.858
current,-2.0000000000000002e-11,10.536612323842558,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,3.8007611195996933,6.608098421233209,-2.0000000000000002e-11,2022-10-18 10:46:14.268000+00:00,73.749
current,-2.0000000000000002e-11,0.003954407853541841,-2.0000000000000002e-11,1.0836934524473127,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,0.915850164160436,2022-10-18 10:46:16.159000+00:00,75.64
current,2.9945309873422072,-2.0000000000000002e-11,7.172538748662543,0.7139083998663635,-2.0000000000000002e-11,-2.0000000000000002e-11,5.10486162183902,-2.0000000000000002e-11,2022-10-18 10:46:18.050000+00:00,77.531
current,-2.0000000000000002e-11,1.1576017379274695,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,3.873478531661399,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:46:19.941000+00:00,79.422
current,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,3.411770147138693,1.3886535535659226,0.7468939637691108,2022-10-18 10:46:21.832000+00:00,81.313
current,0.32820306483259454,5.508869050100605,10.60620052492253,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,3.6399488453415403,-2.0000000000000002e-11,2022-10-18 10:46:23.723000+00:00,83.204
current,-2.0000000000000002e-11,-2.0000000000000002e-11,4.214201655435975,2.4729156106689167,6.816929704401269,-2.0000000000000002e-11,4.335607983754547,0.13200674745796953,2022-10-18 10:46:25.614000+00:00,85.095
current,0.991450057225364,9.31873636967231,5.745233764767015,-2.0000000000000002e-11,0.2132465168949228,3.8641711284979054,2.752098037689644,0.9911861828591977,2022-10-18 10:46:27.505000+00:00,86.986
current,-2.0000000000000002e-11,17.204881886102488,12.501979062277954,0.17125751322779453,1.8185195192903656,-2.0000000000000002e-11,1.5658591194507092,-2.0000000000000002e-11,2022-10-18 10:46:29.396000+00:00,88.877
current,-2.0000000000000002e-11,8.679323951285875,5.102812219052339,0.0484880468467076,-2.0000000000000002e-11,3.2745104859118594,-2.0000000000000002e-11,0.05289169436111581,2022-10-18 10:46:31.287000+00:00,90.768
current,-2.0000000000000002e-11,2.4168291162828317,-2.0000000000000002e-11,0.5970234529634887,3.732618516136908,1.7187863411125377,0.43262439755108295,0.5577802526292083,2022-10-18 10:46:33.178000+00:00,92.659
current,4.461628026082975,5.649937245297653,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,3.322450759248847,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:46:35.069000+00:00,94.55
current,3.849027773980609,6.356947672339009,-2.0000000000000002e-11,0.3385172567696842,2.2958602242523014,-2.0000000000000002e-11,1.9881706611868228,-2.0000000000000002e-11,2022-10-18 10:46:36.960000+00:00,96.441
current,-2.0000000000000002e-11,5.913986443108627,-2.0000000000000002e-11,2.1606614354025533,-2.0000000000000002e-11,3.0458955697163272,-2.0000000000000002e-11,0.9027650462241789,2022-10-18 10:46:38.851000+00:00,98.332
current,2.2927560459638556,0.6545019984788865,-2.0000000000000002e-11,-2.0000000000000002e-11,1.6125422616578882,0.9005943008137702,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:46:40.742000+00:00,100.223
current,-2.0000000000000002e-11,19.528543917511943,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:46:42.633000+00:00,102.114
current,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,1.3439360430566558,3.745932909424253,-2.0000000000000002e-11,0.30886084089446486,0.6030729472092684,2022-10-18 10:46:44.524000+00:00,104.005
current,-2.0000000000000002e-11,13.4597595151358,1.2842858133702115,1.0176464456540666,3.4431706540159555,1.2704928186471358,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:46:46.415000+00:00,105.896
current,-2.0000000000000002e-11,-2.0000000000000002e-11,3.357003415437942,-2.0000000000000002e-11,0.09725777655616208,3.5844392418947146,0.2886656724641039,0.4552251586286042,2022-10-18 10:46:48.306000+00:00,107.787
current,2.0489602651317202,6.188505017342554,-2.0000000000000002e-11,-2.0000000000000002e-11,0.629663558374221,-2.0000000000000002e-11,5.457103516652863,-2.0000000000000002e-11,2022-10-18 10:46:50.197000+00:00,109.678
current,2.26298655148073,-2.0000000000000002e-11,12.16140174198827,0.30515498820234027,-2.0000000000000002e-11,0.9350381996825545,4.104666749496366,-2.0000000000000002e-11,2022-10-18 10:46:52.088000+00:00,111.569
current,-2.0000000000000002e-11,-2.0000000000000002e-11,6.072110421209381,0.32425689658102824,0.7573920895317633,0.5057503711887448,-2.0000000000000002e-11,0.377680862474974,2022-10-18 10:46:53.979000+00:00,113.46
current,1.3362657066570875,3.7397698299091573,-2.0000000000000002e-11,-2.0000000000000002e-11,0.8712040625528281,0.2721645979946406,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:46:55.870000+00:00,115.351
current,-2.0000000000000002e-11,-2.0000000000000002e-11,0.9991642370193374,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,0.9713136618002907,0.460123943447899,2022-10-18 10:46:57.761000+00:00,117.242
current,-2.0000000000000002e-11,2.3853752556196683,7.496185837033458,0.30889043794076493,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,0.30736399545947113,2022-10-18 10:46:59.652000+00:00,119.133
current,1.9679064628995044,16.113970789101593,12.896103944838261,-2.0000000000000002e-11,-2.0000000000000002e-11,4.949245513125762,-2.0000000000000002e-11,0.9424208009642717,2022-10-18 10:47:01.543000+00:00,121.024
current,-2.0000000000000002e-11,9.499036768467823,0.04616883082050949,-2.0000000000000002e-11,-2.0000000000000002e-11,2.8949628898222084,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:47:03.434000+00:00,122.915
current,2.9601127405192718,6.813722809257801,3.607878119517,-2.0000000000000002e-11,-2.0000000000000002e-11,1.5632213550740603,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:47:05.325000+00:00,124.806
current,-2.0000000000000002e-11,16.543181845888785,6.434341980659065,0.4512701492229328,-2.0000000000000002e-11,1.1876201705888803,0.6939894108392208,0.602901132678956,2022-10-18 10:47:07.216000+00:00,126.697
current,2.6005070121250484,8.118982219568062,-2.0000000000000002e-11,1.0042424686700322,2.202916918561229,-2.0000000000000002e-11,0.5018347400246876,-2.0000000000000002e-11,2022-10-18 10:47:09.107000+00:00,128.588
current,2.0666001223014354,6.382161157601469,-2.0000000000000002e-11,-2.0000000000000002e-11,1.8594164495160737,7.270225309765857,1.2432479475807292,-2.0000000000000002e-11,2022-10-18 10:47:10.998000+00:00,130.479
current,-2.0000000000000002e-11,0.5724256587119907,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,0.2554750746846657,0.4099643742635741,2022-10-18 10:47:12.889000+00:00,132.37
current,-2.0000000000000002e-11,13.642588277541336,-2.0000000000000002e-11,2.377063120671872,5.882184184974203,3.3667752981499186,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:47:14.780000+00:00,134.261
current,1.115960271021511,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,3.4798086511369473,-2.0000000000000002e-11,1.242613979403632,-2.0000000000000002e-11,2022-10-18 10:47:16.671000+00:00,136.152
current,-2.0000000000000002e-11,-2.0000000000000002e-11,5.221887961666091,1.3542988117982337,3.297901270652102,1.5706531463787854,-2.0000000000000002e-11,0.2563979309398997,2022-10-18 10:47:18.562000+00:00,138.043
current,2.5653175473912024,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,0.09945768008404265,1.768652021536416,4.9619936533277365,0.2580911138077708,2022-10-18 10:47:20.453000+00:00,139.934
current,-2.0000000000000002e-11,10.86265093410827,5.540639461727819,0.9882237985650836,4.72030823280251,-2.0000000000000002e-11,1.9876738898513935,-2.0000000000000002e-11,2022-10-18 10:47:22.344000+00:00,141.825
current,-2.0000000000000002e-11,4.674077829383,-2.0000000000000002e-11,-2.0000000000000002e-11,0.5633462961550875,3.3000483101203466,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:47:24.235000+00:00,143.716
current,2.7441370903579236,12.016479831420746,6.342135131323239,4.149859176516608,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:47:26.126000+00:00,145.607
current,0.37843575088799847,12.67836346757985,9.390993683460582,0.23810564424880298,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:47:28.017000+00:00,147.498
current,1.8677095373544985,-2.0000000000000002e-11,3.420120751315789,0.1776394191017276,3.633304197783697,-2.0000000000000002e-11,4.094127139758519,0.2524372696724199,2022-10-18 10:47:29.908000+00:00,149.389
current,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,2.3211397715707442,-2.0000000000000002e-11,2.507413850370865,1.8070675409085388,-2.0000000000000002e-11,2022-10-18 10:47:31.799000+00:00,151.28
current,0.16665125332288633,7.888882174110936,-2.0000000000000002e-11,0.6906392629316549,5.819156160206279,0.3542916110976512,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:47:33.690000+00:00,153.171
current,0.19233984331734233,8.117378660211775,1.03256837047637,4.497683705481061,-2.0000000000000002e-11,0.8465272297668279,6.614051972338384,-2.0000000000000002e-11,2022-10-18 10:47:35.581000+00:00,155.062
current,-2.0000000000000002e-11,11.822577259715572,5.775753519059902,-2.0000000000000002e-11,-2.0000000000000002e-11,1.5762145677967414,4.847353890254066,0.40790462393714344,2022-10-18 10:47:37.472000+00:00,156.953
current,-2.0000000000000002e-11,12.732358579685664,7.103628868691063,-2.0000000000000002e-11,2.925841597698081,-2.0000000000000002e-11,-2.0000000000000002e-11,0.25780995059679535,2022-10-18 10:47:39.363000+00:00,158.844
current,-2.0000000000000002e-11,11.210033313568015,5.778951533357342,-2.0000000000000002e-11,-2.0000000000000002e-11,1.711561655553047,-2.0000000000000002e-11,0.9554460467176696,2022-10-18 10:47:41.254000+00:00,160.735
current,-2.0000000000000002e-11,10.681448856648313,2.024395155025208,-2.0000000000000002e-11,1.3202888904775354,-2.0000000000000002e-11,2.349646996035915,0.3129926886430538,2022-10-18 10:47:43.145000+00:00,162.626
current,2.239571074546294,-2.0000000000000002e-11,15.431346975467418,-2.0000000000000002e-11,-2.0000000000000002e-11,0.7237743083068212,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:47:45.036000+00:00,164.517
current,3.373426723759043,1.6023329439462226,2.019312831578622,2.318743227839797,0.4312042023225179,1.0910321908147704,-2.0000000000000002e-11,0.372905943204679,2022-10-18 10:47:46.927000+00:00,166.408
current,-2.0000000000000002e-11,1.7072763549605128,3.585114666310038,-2.0000000000000002e-11,-2.0000000000000002e-11,0.31935728514001305,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:47:48.818000+00:00,168.299
current,1.0111196230305044,0.25160762677465076,-2.0000000000000002e-11,1.2854089588293802,0.36325341507494335,-2.0000000000000002e-11,1.292231272651058,-2.0000000000000002e-11,2022-10-18 10:47:50.709000+00:00,170.19
current,5.309200976653985,-2.0000000000000002e-11,1.8542786108136466,0.04446741081650851,1.1210401700206365,1.5843056691675728,0.6227038269354421,-2.0000000000000002e-11,2022-10-18 10:47:52.600000+00:00,172.081
current,-2.0000000000000002e-11,-2.0000000000000002e-11,1.8188050164495198,0.44656223053496874,-2.0000000000000002e-11,-2.0000000000000002e-11,0.058946828891333625,-2.0000000000000002e-11,2022-10-18 10:47:54.491000+00:00,173.972
current,-2.0000000000000002e-11,6.859898332343358,5.089965438973431,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:47:56.382000+00:00,175.863
current,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,1.0270797669188243,-2.0000000000000002e-11,4.191937948846366,3.028490051061461,-2.0000000000000002e-11,2022-10-18 10:47:58.273000+00:00,177.754
current,-2.0000000000000002e-11,8.164243200383227,1.159442332713418,-2.0000000000000002e-11,-2.0000000000000002e-11,0.956017471526242,0.44672381207180406,-2.0000000000000002e-11,2022-10-18 10:48:00.164000+00:00,179.645
current,3.147483204859135,14.625534117912764,6.830182657019153,0.07234809821556154,-2.0000000000000002e-11,4.746961575452509,0.4424871881718876,-2.0000000000000002e-11,2022-10-18 10:48:02.055000+00:00,181.536
current,-2.0000000000000002e-11,-2.0000000000000002e-11,0.7476829438424368,2.1396066348574516,3.013398146017141,-2.0000000000000002e-11,-2.0000000000000002e-11,0.38582387073137303,2022-10-18 10:48:03.946000+00:00,183.427
current,-2.0000000000000002e-11,2.7156854902268472,17.20453553406975,-2.0000000000000002e-11,2.570720344873134,-2.0000000000000002e-11,-2.0000000000000002e-11,0.8570131691611109,2022-10-18 10:48:05.837000+00:00,185.318
current,5.454567547965576,-2.0000000000000002e-11,7.347389780279405,-2.0000000000000002e-11,-2.0000000000000002e-11,3.273773031637629,1.9039112705831727,0.5096813371061532,2022-10-18 10:48:07.728000+00:00,187.209
current,2.3909364312500636,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,1.0648799761069987,2022-10-18 10:48:09.619000+00:00,189.1
current,3.287230940107857,7.173446478050471,1.6748858135287543,0.6371851818158952,0.397908045835057,-2.0000000000000002e-11,-2.0000000000000002e-11,0.05326464341722705,2022-10-18 10:48:11.510000+00:00,190.991
current,3.572076284970993,2.294835790651177,-2.0000000000000002e-11,0.7323664766246214,-2.0000000000000002e-11,2.208760299612767,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:48:13.401000+00:00,192.882
current,3.0461191735722974,13.140687934655022,-2.0000000000000002e-11,2.66446734743883,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:48:15.292000+00:00,194.773
current,5.1625333259323885,5.814615666276447,3.183476281710333,-2.0000000000000002e-11,4.087634055459481,0.3580725496155742,2.9331907170278217,0.4577879679380568,2022-10-18 10:48:17.183000+00:00,196.664
current,4.540947037000326,9.666543476501266,-2.0000000000000002e-11,-2.0000000000000002e-11,1.153517753377149,-2.0000000000000002e-11,4.479319991648086,0.0432491799508328,2022-10-18 10:48:19.074000+00:00,198.555
current,8.308295669658715,-2.0000000000000002e-11,1.0252268758733205,2.4224985498398808,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,0.13904583775350673,2022-10-18 10:48:20.965000+00:00,200.446
current,0.5392783157542103,7.543663831055095,-2.0000000000000002e-11,0.4525577205555633,-2.0000000000000002e-11,2.433273857728846,0.8037650499482986,0.23039462345581346,2022-10-18 10:48:22.856000+00:00,202.337
current,5.479368031716584,0.03332923574205848,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,3.666384948337372,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:48:24.747000+00:00,204.228
current,-2.0000000000000002e-11,-2.0000000000000002e-11,2.4133787939343248,1.0810593424405417,-2.0000000000000002e-11,2.0076547938299427,1.2226138526056642,0.014219236144055986,2022-10-18 10:48:26.638000+00:00,206.119
current,2.6311284231436973,0.6368387752993305,4.327580861144963,-2.0000000000000002e-11,0.06737410245149222,0.6841248792685715,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:48:28.529000+00:00,208.01
current,-2.0000000000000002e-11,-2.0000000000000002e-11,0.05592460051708237,-2.0000000000000002e-11,5.581399414829739,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:48:30.420000+00:00,209.901
current,1.5667724494034627,-2.0000000000000002e-11,8.17935815748038,4.330808609780905,1.1807801258526733,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:48:32.311000+00:00,211.792
current,-2.0000000000000002e-11,-2.0000000000000002e-11,14.163179453932456,-2.0000000000000002e-11,-2.0000000000000002e-11,0.9812483935538205,4.595098882125127,0.33150205012963446,2022-10-18 10:48:34.202000+00:00,213.683
current,7.329840978878588,18.872867829522527,4.061196278195853,1.6944211455702631,-2.0000000000000002e-11,2.215548822940253,2.0005712444714856,0.7378651543080181,2022-10-18 10:48:36.093000+00:00,215.574
current,-2.0000000000000002e-11,1.7437804073883205,5.440272448344963,2.92622874745233,-2.0000000000000002e-11,-2.0000000000000002e-11,1.3878456421534806,-2.0000000000000002e-11,2022-10-18 10:48:37.984000+00:00,217.465
current,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,4.562107429180397,-2.0000000000000002e-11,4.711800342745078,0.4508744040400654,2022-10-18 10:48:39.875000+00:00,219.356
current,1.246265918010214,-2.0000000000000002e-11,11.204732636901825,-2.0000000000000002e-11,-2.0000000000000002e-11,2.570808122388664,2.544091072742674,-2.0000000000000002e-11,2022-10-18 10:48:41.766000+00:00,221.247
current,1.3933493673757773,-2.0000000000000002e-11,18.137036814872232,5.327416690531054,1.02380112013285,1.9477330150681422,-2.0000000000000002e-11,0.05726446517645445,2022-10-18 10:48:43.657000+00:00,223.138
current,1.0399299957720594,-2.0000000000000002e-11,6.186038136733256,1.4356366583410942,0.869099463417921,-2.0000000000000002e-11,-2.0000000000000002e-11,0.808052292785978,2022-10-18 10:48:45.548000+00:00,225.029
current,1.2941210845509954,-2.0000000000000002e-11,4.6918635400427515,1.2276330501647834,-2.0000000000000002e-11,-2.0000000000000002e-11,-2.0000000000000002e-11,0.5511380100548564,2022-10-18 10:48:47.439000+00:00,226.92
current,-2.0000000000000002e-11,0.5436297217183519,8.336533262482416,0.7199931741865563,1.3136429748762666,0.9713612416995351,-2.0000000000000002e-11,-2.0000000000000002e-11,2022-10-18 10:48:49.330000+00:00,228.811
current,0.9534264386977174,8.03128964693672,2.865699619771406,-2.0000000000000002e-11,2.128042460851754,0.022463328456836296,0.1966876948511419,0.06883704885543981,2022-10-18 10:48:51.221000+00:00,230.702
current,0.39419578648425324,12.095151827817967,11.612140498314957,2.1535446886051757,0.9529697359354123,0.10226689633022434,-2.0000000000000002e-11,0.15551944294595044,2022-10-18 10:48:53.112000+00:00,232.593
current,0.3088195683323445,10.90569913225612,3.4861598602560884,-2.0000000000000002e-11,2.900582851208668,1.639393435101539,-2.0000000000000002e-11,0.010230014449896671,2022-10-18 10:48:55.003000+00:00,234.484
